"genes"	"HGNC.symbol"
"689"	"Celf3"	"CELF3"
"690"	"Olfr700"	"OR2AG2"
"691"	"Olfr700"	"OR2AG1"
"692"	"Tmem171"	"TMEM171"
"693"	"Rras2"	"RRAS2"
"694"	"Atp10d"	"ATP10D"
"695"	"Tdrd6"	"TDRD6"
"696"	"Gpr75"	"GPR75"
"697"	"Olfr1512"	"OR10G3"
"698"	"Gcnt7"	"GCNT7"
"699"	"Abcd4"	"ABCD4"
"700"	"Src"	"SRC"
"701"	"Gm9733"	"SIRPB1"
"702"	"Fcho2"	"FCHO2"
"703"	"Cct8l1"	"CCT8L2"
"704"	"Olfr705"	"OR2AG2"
"705"	"Olfr705"	"OR2AG1"
"706"	"Phactr4"	"PHACTR4"
"707"	"Slc22a18"	"SLC22A18"
"708"	"Klhdc9"	"KLHDC9"
"709"	"Dnaaf5"	"DNAAF5"
"710"	"Olfr554"	"OR52M1"
"711"	"Cdyl"	"CDYL"
"712"	"Vegfa"	"VEGFA"
"713"	"Aqp4"	"AQP4"
"714"	"Vcan"	"VCAN"
"715"	"Usp6nl"	"USP6NL"
"716"	"Cntnap3"	"CNTNAP3B"
"717"	"Polr2j"	"POLR2J3"
"718"	"C1qc"	"C1QC"
"719"	"Ddx39b"	"DDX39B"
"720"	"Mgam"	"MGAM"
"721"	"Chst9"	"CHST9"
"722"	"Mpv17"	"MPV17"
"723"	"Sall2"	"SALL2"
"724"	"Sema4c"	"SEMA4C"
"725"	"Filip1"	"FILIP1"
"726"	"Ezr"	"EZR"
"727"	"Hoga1"	"HOGA1"
"728"	"Chp1"	"CHP1"
"729"	"Thrsp"	"THRSP"
"730"	"Tmeff1"	"TMEFF1"
"731"	"Acsbg1"	"ACSBG1"
"732"	"Ints10"	"INTS10"
"733"	"Psmc3"	"PSMC3"
"734"	"Ndufc2"	"NDUFC2-KCTD14"
"735"	"Ndufc2"	"NDUFC2"
"736"	"Tomm34"	"TOMM34"
"737"	"Kif16b"	"KIF16B"
"738"	"Acox3"	"ACOX3"
"739"	"Nkx3-1"	"NKX3-1"
"740"	"Avpi1"	"AVPI1"
"741"	"Baat"	"BAAT"
"742"	"Hapln1"	"HAPLN1"
"743"	"Golm1"	"GOLM1"
"744"	"Insig1"	"INSIG1"
"745"	"Cebpb"	"CEBPB"
"746"	"Aldh1a7"	"ALDH1A1"
"747"	"Acss1"	"ACSS1"
"748"	"Phykpl"	"PHYKPL"
"749"	"Ptpn13"	"PTPN13"
"750"	"Dhx58"	"DHX58"
"751"	"Axl"	"AXL"
"752"	"Rhbdl1"	"RHBDL1"
"753"	"Sirpa"	"SIRPB1"
"754"	"Cyp4f18"	"CYP4F3"
"755"	"AI429214"	"C8orf48"
"756"	"Olfr697"	"OR2AG2"
"757"	"Olfr697"	"OR2AG1"
"758"	"Gprc5a"	"GPRC5A"
"759"	"Klc1"	"KLC1"
"760"	"Rfxap"	"RFXAP"
"761"	"E2f3"	"E2F3"
"762"	"Cpz"	"CPZ"
"763"	"Fkbp8"	"FKBP8"
"764"	"Apopt1"	"COA8"
"765"	"Jak3"	"JAK3"
"766"	"Zfp61"	"ZNF226"
"767"	"Rnf223"	"RNF223"
"768"	"Ctsz"	"CTSZ"
"769"	"Cyp2s1"	"CYP2S1"
"770"	"Scgb1c1"	"SCGB1C1"
"771"	"St6galnac6"	"ST6GALNAC6"
"772"	"Samd3"	"SAMD3"
"773"	"Card11"	"CARD11"
"774"	"9930104L06Rik"	"C1orf109"
"775"	"Srd5a1"	"SRD5A1"
"776"	"Pmis2"	"PMIS2"
"777"	"Morn4"	"MORN4"
"778"	"Supt20"	"SUPT20H"
"779"	"Olfr17"	"OR10A4"
"780"	"Gnrhr"	"GNRHR"
"781"	"Snx27"	"SNX27"
"782"	"Cib2"	"CIB2"
"783"	"Nutm2"	"NUTM2B"
"784"	"Nutm2"	"NUTM2G"
"785"	"Abtb2"	"ABTB2"
"786"	"Slc23a1"	"SLC23A1"
"787"	"Tex261"	"TEX261"
"788"	"Evc"	"EVC"
"789"	"Mrpl40"	"MRPL40"
"790"	"Nkx2-6"	"NKX2-6"
"791"	"Ppt2"	"PPT2"
"792"	"Pcna"	"PCNA"
"793"	"Asxl3"	"ASXL3"
"794"	"Vps72"	"VPS72"
"795"	"Fgf15"	"FGF19"
"796"	"Cd274"	"CD274"
"797"	"Paip2"	"PAIP2"
"798"	"Fign"	"FIGN"
"799"	"Cdkn1c"	"CDKN1C"
"800"	"Asb3"	"ASB3"
"801"	"Brf2"	"BRF2"
"802"	"Chst8"	"CHST8"
"803"	"Chrm1"	"CHRM1"
"804"	"Rrp12"	"RRP12"
"805"	"Zfp438"	"ZNF438"
"806"	"Adcyap1r1"	"ADCYAP1R1"
"807"	"Izumo1r"	"IZUMO1R"
"808"	"Mrpl17"	"MRPL17"
"809"	"Alg5"	"ALG5"
"810"	"Prss16"	"PRSS16"
"811"	"Chac2"	"CHAC2"
"812"	"4833427G06Rik"	"C11orf88"
"813"	"Washc2"	"WASHC2C"
"814"	"Sumo2"	"SUMO4"
"815"	"Camk2b"	"CAMK2B"
"816"	"Pvr"	"PVR"
"817"	"Olfr78"	"OR51E2"
"818"	"Arg2"	"ARG2"
"819"	"Wdr60"	"WDR60"
"820"	"Prl7a2"	"PRL"
"821"	"Gata3"	"GATA3"
"822"	"Slc16a12"	"SLC16A12"
"823"	"Gclm"	"GCLM"
"824"	"Bcar3"	"BCAR3"
"825"	"Smyd4"	"SMYD4"
"826"	"Zfp839"	"ZNF839"
"827"	"Srfbp1"	"SRFBP1"
"828"	"Slc25a22"	"SLC25A22"
"829"	"Nusap1"	"NUSAP1"
"830"	"Rbm42"	"RBM42"
"831"	"Lhfpl4"	"LHFPL4"
"832"	"Canx"	"CANX"
"833"	"4430402I18Rik"	"SPATA6L"
"834"	"Nrd1"	"NRDC"
"835"	"Slc5a4b"	"SLC5A4"
"836"	"Tnfsfm13"	"TNFSF12-TNFSF13"
"837"	"Slc30a9"	"SLC30A9"
"838"	"Gna14"	"GNA14"
"839"	"Hdgfl1"	"HDGFL1"
"840"	"Fndc3a"	"FNDC3A"
"841"	"Foxd2"	"FOXD2"
"842"	"Guca1a"	"GUCA1A"
"843"	"Dlg4"	"DLG4"
"844"	"Samhd1"	"SAMHD1"
"845"	"Peli2"	"PELI2"
"846"	"Serpinb7"	"SERPINB7"
"847"	"Etv2"	"ETV2"
"848"	"Nop14"	"NOP14"
"849"	"Syt4"	"SYT4"
"850"	"Olfr574"	"OR51T1"
"851"	"Taf8"	"TAF8"
"852"	"Ankrd49"	"ANKRD49"
"853"	"Nus1"	"NUS1"
"854"	"Esrrb"	"ESRRB"
"855"	"Bend4"	"BEND4"
"856"	"Smarca5"	"SMARCA5"
"857"	"Dpm3"	"DPM3"
"858"	"Chrm5"	"CHRM5"
"859"	"Ndufa7"	"NDUFA7"
"860"	"Psmd13"	"PSMD13"
"861"	"Svs3b"	"SEMG1"
"862"	"Svs3b"	"SEMG2"
"863"	"Top3a"	"TOP3A"
"864"	"Prelid3b"	"PRELID3B"
"865"	"Wwc1"	"WWC1"
"866"	"Ing3"	"ING3"
"867"	"Hsdl2"	"HSDL2"
"868"	"E130308A19Rik"	"KIAA1958"
"869"	"Vipr2"	"VIPR2"
"870"	"Slc9b2"	"SLC9B2"
"871"	"Pcsk2"	"PCSK2"
"872"	"Amer2"	"AMER2"
"873"	"Asns"	"ASNS"
"874"	"Fam3c"	"FAM3C"
"875"	"Hs6st1"	"HS6ST1"
"876"	"Ppm1f"	"PPM1F"
"877"	"Ckmt2"	"CKMT2"
"878"	"Wnt8b"	"WNT8B"
"879"	"Cox6b1"	"COX6B1"
"880"	"Sik2"	"SIK2"
"881"	"Ube3a"	"UBE3A"
"882"	"Ppp3r2"	"PPP3R2"
"883"	"Cyp4f40"	"CYP4F2"
"884"	"Saxo2"	"SAXO2"
"885"	"Hmbs"	"HMBS"
"886"	"Gps2"	"GPS2"
"887"	"Yars"	"YARS1"
"888"	"Rere"	"RERE"
"889"	"Foxk1"	"FOXK1"
"890"	"Katnbl1"	"KATNBL1"
"891"	"Sgcz"	"SGCZ"
"892"	"Itpk1"	"ITPK1"
"893"	"Ankfy1"	"ANKFY1"
"894"	"Il17ra"	"IL17RA"
"895"	"Tmem14a"	"TMEM14A"
"896"	"Kdm1a"	"KDM1A"
"897"	"Mss51"	"MSS51"
"898"	"Nectin1"	"NECTIN1"
"899"	"Olfr725"	"OR4K15"
"900"	"Utp15"	"UTP15"
"901"	"Crcp"	"CRCP"
"902"	"Mzb1"	"MZB1"
"903"	"Lctl"	"LCTL"
"904"	"Rhoc"	"RHOC"
"905"	"Pabpc2"	"PABPC3"
"906"	"Prl2c2"	"PRL"
"907"	"Zfp457"	"ZNF727"
"908"	"Crygn"	"CRYGN"
"909"	"Nol6"	"NOL6"
"910"	"Ajap1"	"AJAP1"
"911"	"Ppp1r17"	"PPP1R17"
"912"	"Pabpc6"	"PABPC3"
"913"	"Bbs4"	"BBS4"
"914"	"1700012B09Rik"	"C11orf97"
"915"	"Nanos3"	"NANOS3"
"916"	"Gpr89"	"GPR89A"
"917"	"Gdf3"	"GDF3"
"918"	"Prl2c5"	"PRL"
"919"	"Slc22a3"	"SLC22A3"
"920"	"Zfyve26"	"ZFYVE26"
"921"	"Ripor3"	"RIPOR3"
"922"	"Serpinb10"	"SERPINB10"
"923"	"Arhgap26"	"ARHGAP26"
"924"	"Prob1"	"PROB1"
"925"	"Eml1"	"EML1"
"926"	"Inip"	"INIP"
"927"	"Tnfsf13"	"TNFSF13"
"928"	"Prl2c3"	"PRL"
"929"	"N4bp2"	"N4BP2"
"930"	"Arhgef16"	"ARHGEF16"
"931"	"Enthd1"	"ENTHD1"
"932"	"Gpatch11"	"GPATCH11"
"933"	"Hif1an"	"HIF1AN"
"934"	"Dnajc21"	"DNAJC21"
"935"	"Serpinb3b"	"SERPINB3"
"936"	"Chd1"	"CHD1"
"937"	"Gltpd2"	"GLTPD2"
"938"	"Focad"	"FOCAD"
"939"	"Kcns1"	"KCNS1"
"940"	"Zfp112"	"ZNF112"
"941"	"Rasa4"	"RASA4"
"942"	"Echdc3"	"ECHDC3"
"943"	"Jmjd8"	"JMJD8"
"944"	"Ccdc180"	"CCDC180"
"945"	"Rsph3a"	"RSPH3"
"946"	"Olfr424"	"OR6K3"
"947"	"Npc2"	"NPC2"
"948"	"Foxo1"	"FOXO1"
"949"	"Chek2"	"CHEK2"
"950"	"Htra1"	"HTRA1"
"951"	"Foxb1"	"FOXB1"
"952"	"Kdm3a"	"KDM3A"
"953"	"Slc27a3"	"SLC27A3"
"954"	"Plin4"	"PLIN4"
"955"	"Dedd"	"DEDD"
"956"	"Soga1"	"SOGA1"
"957"	"Pde4a"	"PDE4A"
"958"	"Dnaaf2"	"DNAAF2"
"959"	"Cep192"	"CEP192"
"960"	"Zzef1"	"ZZEF1"
"961"	"Sdhaf3"	"SDHAF3"
"962"	"Gm9733"	"SIRPG"
"963"	"Gm9733"	"SIRPA"
"964"	"Clec4a3"	"CLEC4C"
"965"	"S100pbp"	"S100PBP"
"966"	"Mfsd8"	"MFSD8"
"967"	"Rnf17"	"RNF17"
"968"	"Adgrl4"	"ADGRL4"
"969"	"Misp"	"MISP"
"970"	"Prl8a9"	"PRL"
"971"	"Ptk7"	"PTK7"
"972"	"Atp5e"	"ATP5F1E"
"973"	"Adcy2"	"ADCY2"
"974"	"Atp1a3"	"ATP1A3"
"975"	"Sox12"	"SOX12"
"976"	"Pakap"	"PALM2AKAP2"
"977"	"Atcay"	"ATCAY"
"978"	"Polr2j"	"POLR2J2"
"979"	"Igsf23"	"IGSF23"
"980"	"Tmem200a"	"TMEM200A"
"981"	"Casp8ap2"	"CASP8AP2"
"982"	"Olfr584"	"OR52R1"
"983"	"6820408C15Rik"	"C20orf96"
"984"	"Lrp10"	"LRP10"
"985"	"Map3k9"	"MAP3K9"
"986"	"Dnah6"	"DNAH6"
"987"	"Ric8a"	"RIC8A"
"988"	"Arhgap11a"	"ARHGAP11A"
"989"	"Gtf3c2"	"GTF3C2"
"990"	"Plpp6"	"PLPP6"
"991"	"Gm5617"	"C11orf71"
"992"	"Cped1"	"CPED1"
"993"	"Taf1"	"TAF1L"
"994"	"Enox1"	"ENOX1"
"995"	"Gtse1"	"GTSE1"
"996"	"Ddx25"	"DDX25"
"997"	"Fanci"	"FANCI"
"998"	"Sox8"	"SOX8"
"999"	"Nfxl1"	"NFXL1"
"1000"	"Tubb1"	"TUBB1"
"1001"	"Pde2a"	"PDE2A"
"1002"	"Ppp1r11"	"PPP1R11"
"1003"	"Skap2"	"SKAP2"
"1004"	"Prl3c1"	"PRL"
"1005"	"Syt9"	"SYT9"
"1006"	"Nutm1"	"NUTM1"
"1007"	"Gosr1"	"GOSR1"
"1008"	"Ddb2"	"DDB2"
"1009"	"Emc7"	"EMC7"
"1010"	"Prr5"	"PRR5"
"1011"	"Tmem255b"	"TMEM255B"
"1012"	"Ap3s1"	"AP3S1"
"1013"	"Pom121l2"	"POM121L2"
"1014"	"Nudt17"	"NUDT17"
"1015"	"Col4a3bp"	"CERT1"
"1016"	"Tmco6"	"TMCO6"
"1017"	"Hdgfl2"	"HDGFL2"
"1018"	"Myo18a"	"MYO18A"
"1019"	"Myh7"	"MYH7"
"1020"	"Podnl1"	"PODNL1"
"1021"	"Map3k11"	"MAP3K11"
"1022"	"Ifit1bl2"	"IFIT1B"
"1023"	"Pole2"	"POLE2"
"1024"	"Plcb1"	"PLCB1"
"1025"	"Luzp1"	"LUZP1"
"1026"	"Ifna5"	"IFNA21"
"1027"	"Gja10"	"GJA10"
"1028"	"Prss57"	"PRSS57"
"1029"	"Ftmt"	"FTMT"
"1030"	"Ifna1"	"IFNA21"
"1031"	"Wfdc12"	"WFDC12"
"1032"	"Dkk2"	"DKK2"
"1033"	"Lrmda"	"LRMDA"
"1034"	"C1qtnf7"	"C1QTNF7"
"1035"	"Heatr5b"	"HEATR5B"
"1036"	"Zmynd15"	"ZMYND15"
"1037"	"Higd2a"	"HIGD2B"
"1038"	"Sec22b"	"SEC22B"
"1039"	"Tmco5"	"TMCO5A"
"1040"	"Mfsd10"	"MFSD10"
"1041"	"Ttll10"	"TTLL10"
"1042"	"Spast"	"SPAST"
"1043"	"Cyp4a32"	"CYP4F12"
"1044"	"Cyp4a32"	"CYP4F11"
"1045"	"Zfp738"	"ZNF727"
"1046"	"1700094D03Rik"	"C1orf189"
"1047"	"Pds5a"	"PDS5A"
"1048"	"Cfap69"	"CFAP69"
"1049"	"Btf3"	"BTF3"
"1050"	"Crtac1"	"CRTAC1"
"1051"	"Trib3"	"TRIB3"
"1052"	"Mtfp1"	"MTFP1"
"1053"	"Gm6525"	"RPL36AL"
"1054"	"Rpl4"	"RPL4"
"1055"	"Zdhhc6"	"ZDHHC6"
"1056"	"Proca1"	"PROCA1"
"1057"	"Colgalt1"	"COLGALT1"
"1058"	"Cryba1"	"CRYBA1"
"1059"	"Arhgap8"	"ARHGAP8"
"1060"	"Arhgap8"	"PRR5-ARHGAP8"
"1061"	"Ephb2"	"EPHB2"
"1062"	"Polg"	"POLG"
"1063"	"Tldc2"	"TLDC2"
"1064"	"Acadvl"	"ACADVL"
"1065"	"Pus3"	"PUS3"
"1066"	"Nlrp14"	"NLRP14"
"1067"	"Polr3c"	"POLR3C"
"1068"	"Neurod6"	"NEUROD6"
"1069"	"Btn2a2"	"BTN2A2"
"1070"	"Zfp780b"	"ZNF420"
"1071"	"Epb41l5"	"EPB41L5"
"1072"	"Svopl"	"SVOPL"
"1073"	"Stil"	"STIL"
"1074"	"Ranbp3l"	"RANBP3L"
"1075"	"Sirpa"	"SIRPG"
"1076"	"Sirpa"	"SIRPA"
"1077"	"Dnttip2"	"DNTTIP2"
"1078"	"Clec4b1"	"CLEC4C"
"1079"	"Cyp4f15"	"CYP4F2"
"1080"	"Fbxo33"	"FBXO33"
"1081"	"Jchain"	"JCHAIN"
"1082"	"Lect2"	"LECT2"
"1083"	"Ifit1bl1"	"IFIT1B"
"1084"	"Idua"	"IDUA"
"1085"	"Aldob"	"ALDOB"
"1086"	"Mrpl9"	"MRPL9"
"1087"	"Ppp1r3g"	"PPP1R3G"
"1088"	"Prokr2"	"PROKR2"
"1089"	"Zfp189"	"ZNF189"
"1090"	"Slc18a1"	"SLC18A1"
"1091"	"Topors"	"TOPORS"
"1092"	"4930432K21Rik"	"C19orf57"
"1093"	"Cbx6"	"CBX6"
"1094"	"Ccdc124"	"CCDC124"
"1095"	"Stk4"	"STK4"
"1096"	"Rit2"	"RIT2"
"1097"	"Cdc37"	"CDC37"
"1098"	"Slc25a15"	"SLC25A15"
"1099"	"Ccdc127"	"CCDC127"
"1100"	"Rem2"	"REM2"
"1101"	"Apbb3"	"APBB3"
"1102"	"Rcc1"	"RCC1"
"1103"	"Adamdec1"	"ADAMDEC1"
"1104"	"Fam83f"	"FAM83F"
"1105"	"Cxcl16"	"CXCL16"
"1106"	"Serpinb8"	"SERPINB8"
"1107"	"Olfr1564"	"OR10H5"
"1108"	"Treh"	"TREH"
"1109"	"Rbbp9"	"RBBP9"
"1110"	"Gkn3"	"GKN3P"
"1111"	"Stk35"	"STK35"
"1112"	"Zfp831"	"ZNF831"
"1113"	"Sirt3"	"SIRT3"
"1114"	"Dhtkd1"	"DHTKD1"
"1115"	"Pyurf"	"PYURF"
"1116"	"Adam28"	"ADAM28"
"1117"	"Mapk1"	"MAPK1"
"1118"	"Ctnnbl1"	"CTNNBL1"
"1119"	"Fnbp1l"	"FNBP1L"
"1120"	"Ifna2"	"IFNA21"
"1121"	"Trmu"	"TRMU"
"1122"	"Fastkd3"	"FASTKD3"
"1123"	"Tekt4"	"TEKT4"
"1124"	"Tmem8"	"PGAP6"
"1125"	"Rpp40"	"RPP40"
"1126"	"Commd3"	"COMMD3"
"1127"	"Tpm3"	"TPM3"
"1128"	"Axin1"	"AXIN1"
"1129"	"Rsph3b"	"RSPH3"
"1130"	"Hsh2d"	"HSH2D"
"1131"	"Atp6v1b2"	"ATP6V1B2"
"1132"	"Clec4b2"	"CLEC4C"
"1133"	"Cpd"	"CPD"
"1134"	"Jagn1"	"JAGN1"
"1135"	"Rcor1"	"RCOR1"
"1136"	"Gk"	"GK"
"1137"	"Lrfn5"	"LRFN5"
"1138"	"Slpi"	"SLPI"
"1139"	"Emp1"	"EMP1"
"1140"	"Mfap5"	"MFAP5"
"1141"	"Cd164l2"	"CD164L2"
"1142"	"Sox4"	"SOX4"
"1143"	"Ndufb6"	"NDUFB6"
"1144"	"Ifit3"	"IFIT3"
"1145"	"Ifna4"	"IFNA21"
"1146"	"Trim68"	"TRIM68"
"1147"	"Sytl1"	"SYTL1"
"1148"	"Gas6"	"GAS6"
"1149"	"Syndig1l"	"SYNDIG1L"
"1150"	"Pak6"	"PAK6"
"1151"	"Lpcat3"	"LPCAT3"
"1152"	"Blcap"	"BLCAP"
"1153"	"Ifna12"	"IFNA21"
"1154"	"Sulf2"	"SULF2"
"1155"	"Lrrc32"	"LRRC32"
"1156"	"Nutm2"	"NUTM2E"
"1157"	"Megf6"	"MEGF6"
"1158"	"Piwil4"	"PIWIL4"
"1159"	"Lmbr1"	"LMBR1"
"1160"	"Map3k6"	"MAP3K6"
"1161"	"Cnga1"	"CNGA1"
"1162"	"Smlr1"	"SMLR1"
"1163"	"Miga2"	"MIGA2"
"1164"	"Corin"	"CORIN"
"1165"	"Fgfbp3"	"FGFBP3"
"1166"	"Golga7b"	"GOLGA7B"
"1167"	"Casp2"	"CASP2"
"1168"	"Rbm7"	"RBM7"
"1169"	"Rnf20"	"RNF20"
"1170"	"Btaf1"	"BTAF1"
"1171"	"Ccdc70"	"CCDC70"
"1172"	"Atpaf2"	"ATPAF2"
"1173"	"Tmem246"	"PGAP4"
"1174"	"Ccl24"	"CCL24"
"1175"	"Hscb"	"HSCB"
"1176"	"Polr2a"	"POLR2A"
"1177"	"Hdac3"	"HDAC3"
"1178"	"Prl3d2"	"PRL"
"1179"	"Cyp4a10"	"CYP4F12"
"1180"	"Cyp4a10"	"CYP4F11"
"1181"	"Pidd1"	"PIDD1"
"1182"	"Lipa"	"LIPA"
"1183"	"Pate2"	"PATE2"
"1184"	"Slc26a1"	"SLC26A1"
"1185"	"Prl6a1"	"PRL"
"1186"	"Slc35f1"	"SLC35F1"
"1187"	"Dppa3"	"DPPA3"
"1188"	"Prr16"	"PRR16"
"1189"	"Fam98b"	"FAM98B"
"1190"	"Adamtsl3"	"ADAMTSL3"
"1191"	"Ddx58"	"DDX58"
"1192"	"Grap2"	"GRAP2"
"1193"	"Fndc1"	"FNDC1"
"1194"	"Prl5a1"	"PRL"
"1195"	"Pdyn"	"PDYN"
"1196"	"Upk1a"	"UPK1A"
"1197"	"Slc47a1"	"SLC47A1"
"1198"	"Palm"	"PALM"
"1199"	"Jag1"	"JAG1"
"1200"	"Bach2"	"BACH2"
"1201"	"Nfatc4"	"NFATC4"
"1202"	"Nnmt"	"NNMT"
"1203"	"Cox7c"	"COX7C"
"1204"	"Zfp69"	"ZFP69"
"1205"	"Otor"	"OTOR"
"1206"	"AI661453"	"C6orf132"
"1207"	"Rheb"	"RHEB"
"1208"	"Tead3"	"TEAD3"
"1209"	"Apobec1"	"APOBEC1"
"1210"	"Prkcz"	"PRKCZ"
"1211"	"Pate4"	"PATE4"
"1212"	"Lims1"	"LIMS1"
"1213"	"Vmo1"	"VMO1"
"1214"	"Irf4"	"IRF4"
"1215"	"Mtfr2"	"MTFR2"
"1216"	"Alg8"	"ALG8"
"1217"	"Hyls1"	"HYLS1"
"1218"	"Cyp4a31"	"CYP4F12"
"1219"	"Cyp4a31"	"CYP4F11"
"1220"	"Ppp2r1b"	"PPP2R1B"
"1221"	"Olfr726"	"OR4K15"
"1222"	"Prl3a1"	"PRL"
"1223"	"Lactbl1"	"LACTBL1"
"1224"	"Ifnab"	"IFNA21"
"1225"	"Rasgrf2"	"RASGRF2"
"1226"	"Pde7b"	"PDE7B"
"1227"	"Fstl3"	"FSTL3"
"1228"	"Isca2"	"ISCA2"
"1229"	"Afdn"	"AFDN"
"1230"	"Lrrc14b"	"LRRC14B"
"1231"	"Strn"	"STRN"
"1232"	"Enam"	"ENAM"
"1233"	"Gnas"	"GNAS"
"1234"	"Ltn1"	"LTN1"
"1235"	"Zbtb16"	"ZBTB16"
"1236"	"Bfsp1"	"BFSP1"
"1237"	"Tmigd1"	"TMIGD1"
"1238"	"Osbpl9"	"OSBPL9"
"1239"	"Upf2"	"UPF2"
"1240"	"Epsti1"	"EPSTI1"
"1241"	"C77080"	"KIAA1522"
"1242"	"Atm"	"ATM"
"1243"	"Vti1a"	"VTI1A"
"1244"	"Phlda2"	"PHLDA2"
"1245"	"Ccdc68"	"CCDC68"
"1246"	"Eif2b4"	"EIF2B4"
"1247"	"Ube2k"	"UBE2K"
"1248"	"Emg1"	"EMG1"
"1249"	"Ahrr"	"AHRR"
"1250"	"Ndc1"	"NDC1"
"1251"	"Cpeb3"	"CPEB3"
"1252"	"Frrs1l"	"FRRS1L"
"1253"	"Sstr5"	"SSTR5"
"1254"	"Agl"	"AGL"
"1255"	"Ehbp1l1"	"EHBP1L1"
"1256"	"Dzank1"	"DZANK1"
"1257"	"Cmpk1"	"CMPK1"
"1258"	"Brk1"	"BRK1"
"1259"	"Ap5z1"	"AP5Z1"
"1260"	"Rtn4rl1"	"RTN4RL1"
"1261"	"Marveld1"	"MARVELD1"
"1262"	"Serpinb2"	"SERPINB2"
"1263"	"Olfr578"	"OR51G1"
"1264"	"Epb41l4b"	"EPB41L4B"
"1265"	"Mief2"	"MIEF2"
"1266"	"Rnf115"	"RNF115"
"1267"	"Pdzk1"	"PDZK1"
"1268"	"Arih1"	"ARIH1"
"1269"	"Trim24"	"TRIM24"
"1270"	"Tnks2"	"TNKS2"
"1271"	"Proser2"	"PROSER2"
"1272"	"Elf5"	"ELF5"
"1273"	"Notch2"	"NOTCH2"
"1274"	"Oip5"	"OIP5"
"1275"	"Nell1"	"NELL1"
"1276"	"Top3b"	"TOP3B"
"1277"	"Rdh11"	"RDH11"
"1278"	"Rpa1"	"RPA1"
"1279"	"Cd14"	"CD14"
"1280"	"Sirpb1b"	"SIRPG"
"1281"	"Sirpb1b"	"SIRPA"
"1282"	"Supt6"	"SUPT6H"
"1283"	"Ptgfr"	"PTGFR"
"1284"	"Olfr734"	"OR4M1"
"1285"	"Cap2"	"CAP2"
"1286"	"Slc50a1"	"SLC50A1"
"1287"	"Psmb6"	"PSMB6"
"1288"	"Sirpb1a"	"SIRPG"
"1289"	"Sirpb1a"	"SIRPA"
"1290"	"Med11"	"MED11"
"1291"	"March5"	"MARCHF5"
"1292"	"Ndufa2"	"NDUFA2"
"1293"	"Olfr713"	"OR10A5"
"1294"	"Serpinb3c"	"SERPINB3"
"1295"	"Kcnab2"	"KCNAB2"
"1296"	"Nr1h3"	"NR1H3"
"1297"	"Scp2"	"SCP2"
"1298"	"Glis3"	"GLIS3"
"1299"	"Nol4"	"NOL4"
"1300"	"Zfp953"	"ZNF727"
"1301"	"Def6"	"DEF6"
"1302"	"Plekha1"	"PLEKHA1"
"1303"	"Tpsab1"	"TPSB2"
"1304"	"Rnf215"	"RNF215"
"1305"	"Kif11"	"KIF11"
"1306"	"Tmem254c"	"TMEM254"
"1307"	"Sdha"	"SDHA"
"1308"	"Herc3"	"HERC3"
"1309"	"Efna4"	"EFNA4"
"1310"	"C4b"	"C4B"
"1311"	"Tagap"	"TAGAP"
"1312"	"Nle1"	"NLE1"
"1313"	"Eif2ak2"	"EIF2AK2"
"1314"	"Wnt16"	"WNT16"
"1315"	"Slc1a1"	"SLC1A1"
"1316"	"Pfdn2"	"PFDN2"
"1317"	"Olfr571"	"OR51S1"
"1318"	"4930550C14Rik"	"C11orf65"
"1319"	"Wfdc5"	"WFDC5"
"1320"	"Exo5"	"EXO5"
"1321"	"Sftpd"	"SFTPD"
"1322"	"Klhl7"	"KLHL7"
"1323"	"Tagap1"	"TAGAP"
"1324"	"Prl2b1"	"PRL"
"1325"	"Cdkal1"	"CDKAL1"
"1326"	"Ndufs7"	"NDUFS7"
"1327"	"Sppl2a"	"SPPL2A"
"1328"	"Ptpn1"	"PTPN1"
"1329"	"Ceacam19"	"CEACAM19"
"1330"	"Polr3f"	"POLR3F"
"1331"	"Atg12"	"ATG12"
"1332"	"Diaph1"	"DIAPH1"
"1333"	"Spc24"	"SPC24"
"1334"	"Clec4a2"	"CLEC4C"
"1335"	"Tmem215"	"TMEM215"
"1336"	"Fndc8"	"FNDC8"
"1337"	"Tsku"	"TSKU"
"1338"	"Fam160b2"	"FAM160B2"
"1339"	"Cdo1"	"CDO1"
"1340"	"Slc2a4"	"SLC2A4"
"1341"	"Lacc1"	"LACC1"
"1342"	"Slc45a2"	"SLC45A2"
"1343"	"Zwilch"	"ZWILCH"
"1344"	"Olfr569"	"OR52R1"
"1345"	"Olfml1"	"OLFML1"
"1346"	"Olfr566"	"OR51F1"
"1347"	"Ifit2"	"IFIT2"
"1348"	"Lcp2"	"LCP2"
"1349"	"Cacna1h"	"CACNA1H"
"1350"	"Svs3a"	"SEMG1"
"1351"	"Svs3a"	"SEMG2"
"1352"	"Zswim4"	"ZSWIM4"
"1353"	"Ppard"	"PPARD"
"1354"	"Igf2"	"IGF2"
"1355"	"Cpeb2"	"CPEB2"
"1356"	"Gkn1"	"GKN1"
"1357"	"Foxi1"	"FOXI1"
"1358"	"C1qtnf3"	"C1QTNF3-AMACR"
"1359"	"C1qtnf3"	"C1QTNF3"
"1360"	"Myh6"	"MYH6"
"1361"	"Vti1b"	"VTI1B"
"1362"	"Cib3"	"CIB3"
"1363"	"Cyb5d2"	"CYB5D2"
